track,fast_driver,fast_lap_time,slow_driver,slow_lap_time,time_gap,corner,brake_delta,apex_throttle_delta,duration_delta,fast_brake,slow_brake,fast_apex_throttle,slow_apex_throttle,time_lost_sec
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,7,-118.295,25.98,-11,118.295,0.0,2.46,28.44,-0.44
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,8,57.09,0.029999999999999805,41,66.365,123.455,2.43,2.46,1.6400000000000001
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,9,3.9350000000000023,-0.31000000000000005,1,110.59,114.525,2.48,2.17,0.04
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,10,31.299999999999997,0.0,26,73.69,104.99,2.46,2.46,1.04
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,11,-50.75,-0.38000000000000034,72,120.75,70.0,2.49,2.11,2.88
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,12,17.97500000000001,-0.1200000000000001,25,61.3,79.275,2.5,2.38,1.0
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,13,-27.65,-0.43000000000000016,41,70.425,42.775,2.74,2.31,1.6400000000000001
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,14,-45.00000000000001,-0.020000000000000018,78,103.4,58.4,2.44,2.42,3.12
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,15,-44.025,19.490000000000002,2,44.025,0.0,2.43,21.92,0.08
Sebring,GR86-033-46,145.653,GR86-035-11,148.13,2.477000000000004,16,-47.06,33.39,-47,47.06,0.0,2.46,35.85,-1.8800000000000001
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,1,-16.224999999999994,0.27,-52,93.47,77.245,2.44,2.71,-2.08
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,2,-61.685,0.1299999999999999,23,124.89,63.205,2.44,2.57,0.92
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,3,29.129999999999995,0.1200000000000001,-29,58.735,87.865,2.46,2.58,-1.16
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,4,31.040000000000006,0.06000000000000005,35,58.675,89.715,2.42,2.48,1.4000000000000001
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,5,-92.445,0.07000000000000028,43,138.41,45.965,2.42,2.49,1.72
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,6,46.209999999999994,0.08000000000000007,-60,58.125,104.335,2.39,2.47,-2.4
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,7,-30.045,-0.18000000000000016,57,118.295,88.25,2.46,2.28,2.2800000000000002
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,8,24.570000000000007,0.04999999999999982,19,66.365,90.935,2.43,2.48,0.76
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,9,-14.040000000000006,0.08000000000000007,-1,110.59,96.55,2.48,2.56,-0.04
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,10,11.430000000000007,0.0,0,73.69,85.12,2.46,2.46,0.0
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,11,-25.575000000000003,0.019999999999999574,49,120.75,95.175,2.49,2.51,1.96
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,12,-55.394999999999996,28.0,-20,61.3,5.905,2.5,30.5,-0.8
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,13,-33.875,0.06000000000000005,-7,70.425,36.55,2.74,2.8000000000000003,-0.28
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,14,-57.88,0.1200000000000001,34,103.4,45.52,2.44,2.56,1.36
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,15,41.63,0.029999999999999805,11,44.025,85.655,2.43,2.46,0.44
Sebring,GR86-033-46,145.653,GR86-036-98,146.996,1.3430000000000177,16,15.034999999999997,0.08000000000000007,-13,47.06,62.095,2.46,2.54,-0.52
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,1,-35.754999999999995,0.4500000000000002,-52,93.47,57.715,2.44,2.89,-2.08
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,2,-81.0,0.3700000000000001,-10,124.89,43.89,2.44,2.81,-0.4
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,3,-26.049999999999997,2.2800000000000002,-11,58.735,32.685,2.46,4.74,-0.44
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,4,13.275000000000006,0.2200000000000002,-15,58.675,71.95,2.42,2.64,-0.6
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,5,-96.35499999999999,2.63,20,138.41,42.055,2.42,5.05,0.8
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,6,-58.125,40.57,-58,58.125,0.0,2.39,42.96,-2.32
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,7,-87.025,0.25,35,118.295,31.27,2.46,2.71,1.4000000000000001
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,8,38.885000000000005,0.1299999999999999,46,66.365,105.25,2.43,2.56,1.84
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,9,-22.935000000000002,0.1200000000000001,19,110.59,87.655,2.48,2.6,0.76
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,10,-6.515000000000001,0.18999999999999995,8,73.69,67.175,2.46,2.65,0.32
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,11,-53.515,0.1499999999999999,53,120.75,67.235,2.49,2.64,2.12
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,12,15.50500000000001,0.08000000000000007,-29,61.3,76.805,2.5,2.58,-1.16
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,13,-2.1199999999999903,-0.07000000000000028,28,70.425,68.305,2.74,2.67,1.12
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,14,-75.72,0.010000000000000231,45,103.4,27.68,2.44,2.45,1.8
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,15,11.720000000000006,0.25,27,44.025,55.745000000000005,2.43,2.68,1.08
Sebring,GR86-033-46,145.653,GR86-040-3,148.603,2.950000000000017,16,9.629999999999995,2.34,-48,47.06,56.69,2.46,4.8,-1.92
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,1,-13.780000000000001,0.1499999999999999,-59,93.47,79.69,2.44,2.59,-2.36
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,2,-74.075,0.050000000000000266,63,124.89,50.815,2.44,2.49,2.52
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,3,-58.735,3.7199999999999998,-33,58.735,0.0,2.46,6.18,-1.32
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,4,50.205,0.5899999999999999,-37,58.675,108.88,2.42,3.01,-1.48
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,5,-33.724999999999994,-2.34,34,138.41,104.685,2.42,0.08,1.36
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,6,-58.125,36.28,-67,58.125,0.0,2.39,38.67,-2.68
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,7,-77.155,-0.020000000000000018,54,118.295,41.14,2.46,2.44,2.16
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,8,41.125,0.8499999999999996,-47,66.365,107.49,2.43,3.28,-1.8800000000000001
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,9,-25.53,0.7200000000000002,2,110.59,85.06,2.48,3.2,0.08
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,10,16.924999999999997,-0.3500000000000001,40,73.69,90.615,2.46,2.11,1.6
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,11,-12.040000000000006,0.1499999999999999,-2,120.75,108.71,2.49,2.64,-0.08
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,12,16.070000000000007,-2.29,33,61.3,77.37,2.5,0.21,1.32
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,13,28.320000000000007,0.8399999999999999,-8,70.425,98.745,2.74,3.58,-0.32
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,14,-15.350000000000009,-1.3699999999999999,32,103.4,88.05,2.44,1.07,1.28
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,15,50.28000000000001,0.08999999999999986,3,44.025,94.305,2.43,2.52,0.12
Sebring,GR86-033-46,145.653,GR86-047-21,147.271,1.617999999999995,16,14.299999999999997,0.04999999999999982,12,47.06,61.36,2.46,2.51,0.48
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,1,-33.04,0.56,-62,93.47,60.43,2.44,3.0,-2.48
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,2,-74.36500000000001,0.010000000000000231,40,124.89,50.525,2.44,2.45,1.6
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,3,-54.495,14.5,-32,58.735,4.24,2.46,16.96,-1.28
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,4,48.94,0.73,-39,58.675,107.615,2.42,3.15,-1.56
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,5,-41.095,0.010000000000000231,29,138.41,97.315,2.42,2.43,1.16
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,6,-31.22,0.10000000000000009,-18,58.125,26.905,2.39,2.49,-0.72
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,7,-3.450000000000003,0.020000000000000018,-6,118.295,114.845,2.46,2.48,-0.24
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,8,46.19500000000001,0.81,-48,66.365,112.56,2.43,3.24,-1.92
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,9,-33.635000000000005,-0.08000000000000007,50,110.59,76.955,2.48,2.4,2.0
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,10,38.730000000000004,0.0,38,73.69,112.42,2.46,2.46,1.52
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,11,-10.665000000000006,-0.07000000000000028,-1,120.75,110.085,2.49,2.42,-0.04
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,12,-1.25,-0.009999999999999787,-15,61.3,60.05,2.5,2.49,-0.6
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,13,37.125,-0.23000000000000043,-2,70.425,107.55,2.74,2.51,-0.08
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,14,-42.315000000000005,0.050000000000000266,28,103.4,61.085,2.44,2.49,1.12
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,15,-44.025,34.55,1,44.025,0.0,2.43,36.98,0.04
Sebring,GR86-033-46,145.653,GR86-049-88,147.173,1.5200000000000102,16,-13.0,0.010000000000000231,-14,47.06,34.06,2.46,2.47,-0.56
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,1,-34.625,-0.13999999999999968,-1,93.47,58.845,2.44,2.3000000000000003,-0.04
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,2,-124.89,21.47,41,124.89,0.0,2.44,23.91,1.6400000000000001
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,3,15.350000000000009,0.18999999999999995,-35,58.735,74.08500000000001,2.46,2.65,-1.4000000000000001
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,4,14.495000000000005,-0.020000000000000018,-37,58.675,73.17,2.42,2.4,-1.48
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,5,-92.235,-0.029999999999999805,39,138.41,46.175,2.42,2.39,1.56
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,6,-21.255000000000003,0.10000000000000009,-25,58.125,36.87,2.39,2.49,-1.0
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,7,-32.825,0.06999999999999984,1,118.295,85.47,2.46,2.53,0.04
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,8,9.720000000000013,-0.03000000000000025,-48,66.365,76.08500000000001,2.43,2.4,-1.92
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,9,-20.570000000000007,-0.08000000000000007,0,110.59,90.02,2.48,2.4,0.0
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,10,-7.384999999999991,-0.06000000000000005,27,73.69,66.305,2.46,2.4,1.08
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,11,-16.995000000000005,0.10999999999999988,-6,120.75,103.755,2.49,2.6,-0.24
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,12,12.450000000000003,-0.040000000000000036,-26,61.3,73.75,2.5,2.46,-1.04
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,13,-22.429999999999993,-0.3700000000000001,79,70.425,47.995000000000005,2.74,2.37,3.16
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,14,-56.47500000000001,0.25,-16,103.4,46.925,2.44,2.69,-0.64
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,15,11.615000000000002,0.09999999999999964,-1,44.025,55.64,2.43,2.53,-0.04
Sebring,GR86-033-46,145.653,GR86-051-71,147.663,2.0100000000000193,16,2.6099999999999994,-0.029999999999999805,-15,47.06,49.67,2.46,2.43,-0.6
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,1,-10.164999999999992,-0.009999999999999787,63,93.47,83.305,2.44,2.43,2.52
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,2,3.799999999999997,0.03000000000000025,77,124.89,128.69,2.44,2.47,3.08
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,3,-58.735,9.829999999999998,-33,58.735,0.0,2.46,12.29,-1.32
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,4,-23.269999999999996,0.050000000000000266,39,58.675,35.405,2.42,2.47,1.56
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,5,1.615000000000009,-0.04999999999999982,22,138.41,140.025,2.42,2.37,0.88
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,6,11.935000000000002,0.040000000000000036,-15,58.125,70.06,2.39,2.43,-0.6
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,7,18.16000000000001,0.0,11,118.295,136.455,2.46,2.46,0.44
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,8,19.855000000000004,-0.020000000000000018,12,66.365,86.22,2.43,2.41,0.48
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,9,-2.0900000000000034,-0.020000000000000018,59,110.59,108.5,2.48,2.46,2.36
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,10,38.120000000000005,0.010000000000000231,60,73.69,111.81,2.46,2.47,2.4
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,11,-72.42,-0.040000000000000036,63,120.75,48.33,2.49,2.45,2.52
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,12,34.93000000000001,-0.040000000000000036,-15,61.3,96.23,2.5,2.46,-0.6
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,13,11.66000000000001,-0.3600000000000003,39,70.425,82.08500000000001,2.74,2.38,1.56
Sebring,GR86-033-46,145.653,GR86-061-51,148.836,3.183000000000021,14,-103.4,33.46,-19,103.4,0.0,2.44,35.9,-0.76
Sebring,GR86-033-46,145.653,GR86-063-113,147.366,1.7130000000000223,1,-44.3,-0.029999999999999805,9,93.47,49.17,2.44,2.41,0.36
Sebring,GR86-033-46,145.653,GR86-063-113,147.366,1.7130000000000223,2,-124.89,1.37,-4,124.89,0.0,2.44,3.81,-0.16
Sebring,GR86-033-46,145.653,GR86-063-113,147.366,1.7130000000000223,3,25.820000000000007,-0.04999999999999982,54,58.735,84.555,2.46,2.41,2.16
Sebring,GR86-033-46,145.653,GR86-063-113,147.366,1.7130000000000223,4,-17.0,0.03000000000000025,12,58.675,41.675,2.42,2.45,0.48
Sebring,GR86-033-46,145.653,GR86-063-113,147.366,1.7130000000000223,5,-32.85499999999999,0.0,16,138.41,105.555,2.42,2.42,0.64
