vehicle_id,max_brake,apex_throttle,exit_throttle,corner_duration,apex_lateral_g,cluster,cluster_label
GR86-026-072,49.25777472527473,4.5030769230769225,94.00027472527474,65.68131868131869,0.8862417582417583,1,Aggressive Late-Braker
GR86-026-72,51.871834674254316,5.60231469126112,92.62693472004186,87.06068158032443,0.6004983254840398,2,Early Apex Specialist
GR86-028-089,71.301875,7.258125,93.109375,51.5625,0.8828750000000001,1,Aggressive Late-Braker
GR86-028-89,54.355321662122655,6.645266988699226,91.77108782400823,72.52520329540066,0.628086112494073,2,Early Apex Specialist
GR86-029-014,54.62410714285714,3.5839285714285714,96.07285714285715,57.32142857142857,0.6618214285714286,2,Early Apex Specialist
GR86-029-14,65.01071428571429,2.590625,93.84209821428571,53.90625,0.7820044642857142,1,Aggressive Late-Braker
GR86-030-18,37.09057936507937,10.013253968253968,88.30180952380952,84.31428571428572,0.6168301587301587,0,Smooth & Consistent
GR86-032-015,54.48550595238095,6.263809523809524,93.34011904761905,70.13095238095238,0.6798928571428572,2,Early Apex Specialist
GR86-032-15,64.99068824184516,7.605093510098315,92.47292217844075,58.42003479332667,0.5583532893523686,2,Early Apex Specialist
GR86-033-046,45.56052865612648,4.483656126482213,85.65679841897233,61.74308300395257,0.6001699604743083,2,Early Apex Specialist
GR86-033-46,60.74058637269118,2.8273862437468136,93.0597626881004,81.36277631386328,0.6614463969088688,2,Early Apex Specialist
GR86-035-011,38.456761904761905,7.3685,96.26411904761905,71.96904761904761,0.9518952380952381,0,Smooth & Consistent
GR86-035-11,42.09414098748474,8.25957415038665,92.35577976190477,70.09052706552707,0.6855660154660154,0,Smooth & Consistent
GR86-036-098,46.70666666666667,11.562777777777779,94.85611111111112,44.111111111111114,0.7787222222222222,0,Smooth & Consistent
GR86-036-98,48.70107534692622,6.237289509573184,91.32450296437167,71.4411002968015,0.6747905112478535,2,Early Apex Specialist
GR86-037-003,57.58162745098039,5.886333333333333,95.53339215686273,70.99019607843137,0.696564705882353,1,Aggressive Late-Braker
GR86-037-03,53.323846726635615,6.274153932848248,93.67680020365634,62.04530051150895,0.6248471807182064,2,Early Apex Specialist
GR86-038-093,51.700208333333336,9.110625,93.23041666666666,95.125,0.8863125000000001,0,Smooth & Consistent
GR86-038-93,49.89424175824176,6.739282967032968,90.19227197802198,92.01446886446887,0.7544947802197802,0,Smooth & Consistent
GR86-040-003,43.138000000000005,7.066000000000001,95.86200000000001,60.4,0.5760000000000001,2,Early Apex Specialist
GR86-040-3,47.225685476968565,6.608749234879137,94.15599623923644,58.77469524846976,0.6026958839091192,2,Early Apex Specialist
GR86-041-073,53.78125,9.519772727272727,93.76779220779221,77.97727272727272,0.8130227272727272,0,Smooth & Consistent
GR86-041-73,51.28619047619048,5.029642857142858,92.36638095238095,66.95476190476191,0.7005119047619048,2,Early Apex Specialist
GR86-047-021,50.79977777777778,8.231277777777779,92.632,60.52777777777778,0.6843333333333332,0,Smooth & Consistent
GR86-047-21,54.25123827374705,6.843934096875618,91.99033812689369,57.77076404210907,0.5955796485515784,2,Early Apex Specialist
GR86-049-088,62.414725490196076,6.14635294117647,94.79249019607843,53.44117647058823,0.6204803921568628,2,Early Apex Specialist
GR86-049-88,55.04266601373931,4.8196186867575594,92.28031917851726,66.45997965929317,0.5521250944580465,2,Early Apex Specialist
GR86-050-050,39.99265909090909,5.599727272727273,94.03681818181818,45.502272727272725,0.5949500000000001,2,Early Apex Specialist
GR86-051-071,39.223181818181814,5.005,95.00545454545454,43.31818181818182,0.43263636363636365,2,Early Apex Specialist
GR86-051-71,55.44619594771242,4.522666061648477,93.88361137400841,40.3393644598722,0.48445261323242744,2,Early Apex Specialist
GR86-057-57,35.48460869565217,8.642099429073342,88.98246086956522,89.20688625384278,0.6759456389986825,0,Smooth & Consistent
GR86-060-2,20.886833333333335,5.230875,85.52145833333333,172.95833333333334,0.4804625,3,High-Speed Demon
GR86-061-051,66.55420454545455,5.582272727272727,89.70159090909091,108.25,0.6249318181818182,2,Early Apex Specialist
GR86-061-51,67.75283004201681,7.355271008403362,90.9192474789916,67.55264705882352,0.7121455462184874,1,Aggressive Late-Braker
GR86-062-012,46.901022460961975,9.483928772840063,92.8125859713763,66.0532088878863,0.5767574316364639,0,Smooth & Consistent
GR86-063-113,45.993613782051284,4.274721116138763,90.80499732277526,82.72055995475114,0.5628246662895928,2,Early Apex Specialist
GR86-065-5,48.30853591315559,5.96246744934533,92.47506781233999,55.60136191573404,0.6741783076402604,2,Early Apex Specialist
